"Subject","Country","Frequency","Time","Unit","PowerCode","Reference Period","Value","Flags"
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Mar-2018","Percentage","Units",,5.074661,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Apr-2018","Percentage","Units",,4.90127,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","May-2018","Percentage","Units",,4.727282,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Jun-2018","Percentage","Units",,4.554458,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Jul-2018","Percentage","Units",,4.404258,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Aug-2018","Percentage","Units",,4.294031,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Sep-2018","Percentage","Units",,4.233619,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Oct-2018","Percentage","Units",,4.210804,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Nov-2018","Percentage","Units",,4.211552,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Dec-2018","Percentage","Units",,4.23346,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Jan-2019","Percentage","Units",,4.268433,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Feb-2019","Percentage","Units",,4.303532,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Mar-2019","Percentage","Units",,4.329193,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Apr-2019","Percentage","Units",,4.339726,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","May-2019","Percentage","Units",,4.349331,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Jun-2019","Percentage","Units",,4.374831,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Jul-2019","Percentage","Units",,4.409774,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Aug-2019","Percentage","Units",,4.442807,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Sep-2019","Percentage","Units",,4.465319,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Oct-2019","Percentage","Units",,4.486131,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Nov-2019","Percentage","Units",,4.51848,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Dec-2019","Percentage","Units",,4.568559,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Jan-2020","Percentage","Units",,4.635681,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Feb-2020","Percentage","Units",,-3.515653,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Mar-2020","Percentage","Units",,-3.547238,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Apr-2020","Percentage","Units",,-6.750608,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","May-2020","Percentage","Units",,-1.143613,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Jun-2020","Percentage","Units",,1.864533,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Jul-2020","Percentage","Units",,3.905414,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Aug-2020","Percentage","Units",,5.423092,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Sep-2020","Percentage","Units",,6.495432,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Oct-2020","Percentage","Units",,7.108002,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Nov-2020","Percentage","Units",,7.456604,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Dec-2020","Percentage","Units",,7.709287,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Jan-2021","Percentage","Units",,7.845616,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Feb-2021","Percentage","Units",,17.09105,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Mar-2021","Percentage","Units",,17.17814,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Apr-2021","Percentage","Units",,21.18713,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","May-2021","Percentage","Units",,14.24158,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Jun-2021","Percentage","Units",,10.76103,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Jul-2021","Percentage","Units",,8.45281,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Aug-2021","Percentage","Units",,6.761593,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Sep-2021","Percentage","Units",,5.581594,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Oct-2021","Percentage","Units",,4.91111,
"12-month rate of change of the trend restored CLI","Major Five Asia","Monthly","Nov-2021","Percentage","Units",,4.540774,
"Ratio to trend (GDP)","Korea","Monthly","Jan-2000","Index","Units",,100.9629,
"Ratio to trend (GDP)","Korea","Monthly","Feb-2000","Index","Units",,101.0971,
"Ratio to trend (GDP)","Korea","Monthly","Mar-2000","Index","Units",,101.2021,
"Ratio to trend (GDP)","Korea","Monthly","Apr-2000","Index","Units",,101.2974,
"Ratio to trend (GDP)","Korea","Monthly","May-2000","Index","Units",,101.3939,
"Ratio to trend (GDP)","Korea","Monthly","Jun-2000","Index","Units",,101.4832,
"Ratio to trend (GDP)","Korea","Monthly","Jul-2000","Index","Units",,101.5268,
"Ratio to trend (GDP)","Korea","Monthly","Aug-2000","Index","Units",,101.4804,
"Ratio to trend (GDP)","Korea","Monthly","Sep-2000","Index","Units",,101.3212,
"Ratio to trend (GDP)","Korea","Monthly","Oct-2000","Index","Units",,101.0811,
"Ratio to trend (GDP)","Korea","Monthly","Nov-2000","Index","Units",,100.8138,
"Ratio to trend (GDP)","Korea","Monthly","Dec-2000","Index","Units",,100.568,
"Ratio to trend (GDP)","Korea","Monthly","Jan-2001","Index","Units",,100.3639,
"Ratio to trend (GDP)","Korea","Monthly","Feb-2001","Index","Units",,100.2049,
"Ratio to trend (GDP)","Korea","Monthly","Mar-2001","Index","Units",,100.0866,
"Ratio to trend (GDP)","Korea","Monthly","Apr-2001","Index","Units",,100.0019,
"Ratio to trend (GDP)","Korea","Monthly","May-2001","Index","Units",,99.94621,
"Ratio to trend (GDP)","Korea","Monthly","Jun-2001","Index","Units",,99.91885,
"Ratio to trend (GDP)","Korea","Monthly","Jul-2001","Index","Units",,99.92352,
"Ratio to trend (GDP)","Korea","Monthly","Aug-2001","Index","Units",,99.96756,
"Ratio to trend (GDP)","Korea","Monthly","Sep-2001","Index","Units",,100.0593,
"Ratio to trend (GDP)","Korea","Monthly","Oct-2001","Index","Units",,100.2025,
"Ratio to trend (GDP)","Korea","Monthly","Nov-2001","Index","Units",,100.3972,
"Ratio to trend (GDP)","Korea","Monthly","Dec-2001","Index","Units",,100.6373,
"Ratio to trend (GDP)","Korea","Monthly","Jan-2002","Index","Units",,100.9042,
"Ratio to trend (GDP)","Korea","Monthly","Feb-2002","Index","Units",,101.1755,
"Ratio to trend (GDP)","Korea","Monthly","Mar-2002","Index","Units",,101.4334,
"Ratio to trend (GDP)","Korea","Monthly","Apr-2002","Index","Units",,101.6707,
"Ratio to trend (GDP)","Korea","Monthly","May-2002","Index","Units",,101.8831,
"Ratio to trend (GDP)","Korea","Monthly","Jun-2002","Index","Units",,102.0613,
"Ratio to trend (GDP)","Korea","Monthly","Jul-2002","Index","Units",,102.1863,
"Ratio to trend (GDP)","Korea","Monthly","Aug-2002","Index","Units",,102.2316,
"Ratio to trend (GDP)","Korea","Monthly","Sep-2002","Index","Units",,102.17,
"Ratio to trend (GDP)","Korea","Monthly","Oct-2002","Index","Units",,101.9865,
"Ratio to trend (GDP)","Korea","Monthly","Nov-2002","Index","Units",,101.676,
"Ratio to trend (GDP)","Korea","Monthly","Dec-2002","Index","Units",,101.2502,
"Ratio to trend (GDP)","Korea","Monthly","Jan-2003","Index","Units",,100.754,
"Ratio to trend (GDP)","Korea","Monthly","Feb-2003","Index","Units",,100.2464,
"Ratio to trend (GDP)","Korea","Monthly","Mar-2003","Index","Units",,99.78802,
"Ratio to trend (GDP)","Korea","Monthly","Apr-2003","Index","Units",,99.43016,
"Ratio to trend (GDP)","Korea","Monthly","May-2003","Index","Units",,99.21354,
"Ratio to trend (GDP)","Korea","Monthly","Jun-2003","Index","Units",,99.15993,
"Ratio to trend (GDP)","Korea","Monthly","Jul-2003","Index","Units",,99.25396,
"Ratio to trend (GDP)","Korea","Monthly","Aug-2003","Index","Units",,99.46217,
"Ratio to trend (GDP)","Korea","Monthly","Sep-2003","Index","Units",,99.74094,
"Ratio to trend (GDP)","Korea","Monthly","Oct-2003","Index","Units",,100.036,
"Ratio to trend (GDP)","Korea","Monthly","Nov-2003","Index","Units",,100.2949,
"Ratio to trend (GDP)","Korea","Monthly","Dec-2003","Index","Units",,100.4778,
"Ratio to trend (GDP)","Korea","Monthly","Jan-2004","Index","Units",,100.5716,
"Ratio to trend (GDP)","Korea","Monthly","Feb-2004","Index","Units",,100.5768,
"Ratio to trend (GDP)","Korea","Monthly","Mar-2004","Index","Units",,100.5018,
"Ratio to trend (GDP)","Korea","Monthly","Apr-2004","Index","Units",,100.3617,
"Ratio to trend (GDP)","Korea","Monthly","May-2004","Index","Units",,100.1733,
"Ratio to trend (GDP)","Korea","Monthly","Jun-2004","Index","Units",,99.95336,
"Ratio to trend (GDP)","Korea","Monthly","Jul-2004","Index","Units",,99.72136,
"Ratio to trend (GDP)","Korea","Monthly","Aug-2004","Index","Units",,99.4959,
"Ratio to trend (GDP)","Korea","Monthly","Sep-2004","Index","Units",,99.29224,
"Ratio to trend (GDP)","Korea","Monthly","Oct-2004","Index","Units",,99.11961,
"Ratio to trend (GDP)","Korea","Monthly","Nov-2004","Index","Units",,98.98545,
"Ratio to trend (GDP)","Korea","Monthly","Dec-2004","Index","Units",,98.89752,
"Ratio to trend (GDP)","Korea","Monthly","Jan-2005","Index","Units",,98.8633,
"Ratio to trend (GDP)","Korea","Monthly","Feb-2005","Index","Units",,98.88851,
"Ratio to trend (GDP)","Korea","Monthly","Mar-2005","Index","Units",,98.97181,
"Ratio to trend (GDP)","Korea","Monthly","Apr-2005","Index","Units",,99.0952,
"Ratio to trend (GDP)","Korea","Monthly","May-2005","Index","Units",,99.23479,
"Ratio to trend (GDP)","Korea","Monthly","Jun-2005","Index","Units",,99.36868,
"Ratio to trend (GDP)","Korea","Monthly","Jul-2005","Index","Units",,99.48347,
"Ratio to trend (GDP)","Korea","Monthly","Aug-2005","Index","Units",,99.57298,
"Ratio to trend (GDP)","Korea","Monthly","Sep-2005","Index","Units",,99.63829,
"Ratio to trend (GDP)","Korea","Monthly","Oct-2005","Index","Units",,99.68944,
"Ratio to trend (GDP)","Korea","Monthly","Nov-2005","Index","Units",,99.73764,
"Ratio to trend (GDP)","Korea","Monthly","Dec-2005","Index","Units",,99.78856,
"Ratio to trend (GDP)","Korea","Monthly","Jan-2006","Index","Units",,99.83578,
"Ratio to trend (GDP)","Korea","Monthly","Feb-2006","Index","Units",,99.86929,
"Ratio to trend (GDP)","Korea","Monthly","Mar-2006","Index","Units",,99.88412,
"Ratio to trend (GDP)","Korea","Monthly","Apr-2006","Index","Units",,99.89001,
"Ratio to trend (GDP)","Korea","Monthly","May-2006","Index","Units",,99.90115,
"Ratio to trend (GDP)","Korea","Monthly","Jun-2006","Index","Units",,99.92684,
"Ratio to trend (GDP)","Korea","Monthly","Jul-2006","Index","Units",,99.9617,
"Ratio to trend (GDP)","Korea","Monthly","Aug-2006","Index","Units",,99.99619,
"Ratio to trend (GDP)","Korea","Monthly","Sep-2006","Index","Units",,100.0264,
"Ratio to trend (GDP)","Korea","Monthly","Oct-2006","Index","Units",,100.0636,
"Ratio to trend (GDP)","Korea","Monthly","Nov-2006","Index","Units",,100.1254,
"Ratio to trend (GDP)","Korea","Monthly","Dec-2006","Index","Units",,100.2258,
"Ratio to trend (GDP)","Korea","Monthly","Jan-2007","Index","Units",,100.3637,
"Ratio to trend (GDP)","Korea","Monthly","Feb-2007","Index","Units",,100.5307,
